Date,Customer_ID,Location,Customer_Type,Product,Quantity_Sold_kg,Price_per_kg_KES,Sugarcane_Input_kg,Labor_Cost_KES,Transport_Cost_KES,Sugarcane_Cost_KES,Revenue_KES,Jaggery_Output_kg,Beginning_Inventory_kg,Ending_Inventory_kg
2025-01-30,cef2efe2,Kisii,Wholesale,Liquid Jaggery,31,87,146,740,492,1955,2697,50.96371068252523,78.22974484990048,47.229744849900484
2025-01-31,d9ed342e,Homa Bay,Retail,Jaggery Paste,17,147,145,931,458,1669,2499,47.78190984345705,80.97310354623369,63.97310354623369
2025-01-31,3c3c5e02,Kisumu,Wholesale,Jaggery Paste,21,149,73,460,127,1059,3129,41.7408232308528,90.374374233186,69.374374233186
2025-02-01,9e46ab41,Migori,Individual,Jaggery Blocks,91,133,141,463,249,1333,12103,76.85731017677729,95.27277235654225,4.272772356542248
2025-02-01,27d723c1,Kisii,Individual,Jaggery Paste,10,124,136,527,453,790,1240,55.77352440854341,89.63416443648865,79.63416443648865
2025-02-01,50efd73d,Migori,Retail,Jaggery Paste,77,78,155,374,452,1773,6006,82.04106600961171,101.51810283886961,24.51810283886961
2025-02-01,51df92bb,Kisumu,Retail,Liquid Jaggery,19,92,151,719,222,712,1748,78.38774300554522,108.92766145921951,89.92766145921951
2025-02-02,656419a0,Migori,Individual,Liquid Jaggery,11,90,51,440,189,1271,990,16.50352949220816,57.933638447677474,46.933638447677474
2025-02-02,f9d439c6,Kisumu,Retail,Jaggery Blocks,61,138,137,536,258,1142,8418,54.88240159611144,88.4916494923658,27.491649492365795
2025-02-02,644b17db,Kisumu,Retail,Liquid Jaggery,18,87,67,328,187,932,1566,36.24559435260527,70.91826972762829,52.918269727628285
2025-02-02,12d79be6,Siaya,Wholesale,Liquid Jaggery,14,118,53,625,191,1344,1652,19.665325546514932,55.611151908997456,41.611151908997456
2025-02-02,0e2449c9,Migori,Individual,Liquid Jaggery,56,76,161,520,293,1210,4256,86.4909502509373,122.88378395867309,66.88378395867309
2025-02-02,d97d4982,Migori,Retail,Liquid Jaggery,49,132,53,962,169,1340,6468,26.248775684540835,53.78636948300185,4.786369483001849
2025-02-02,01dfbd0c,Kisumu,Individual,Jaggery Blocks,50,86,169,837,453,1205,4300,89.20303534129386,100.0893005179436,50.0893005179436
2025-02-02,3ac6059b,Kisumu,Individual,Jaggery Blocks,24,77,169,950,389,1940,1848,84.87217297265946,99.60633702572295,75.60633702572295
2025-02-02,7b2b8ce9,Migori,Individual,Liquid Jaggery,82,107,133,845,348,1052,8774,54.27046991323028,65.84685132484587,0.0
2025-02-02,a14fcb80,Kisii,Retail,Liquid Jaggery,21,94,74,445,474,1395,1974,32.85800115772903,47.187067028350974,26.187067028350974
2025-02-03,5949d107,Kisii,Wholesale,Liquid Jaggery,85,99,118,718,278,788,8415,54.641303488757686,104.20872648334903,19.208726483349025
2025-02-03,3fd19e51,Migori,Retail,Liquid Jaggery,40,91,107,395,162,844,3640,44.902809323497756,73.9623852176508,33.962385217650805
2025-02-03,b908dfe2,Migori,Retail,Jaggery Blocks,32,109,92,925,151,1670,3488,31.405900410642314,44.146012113518076,12.146012113518076
2025-02-03,20f038cd,Homa Bay,Wholesale,Jaggery Paste,63,91,94,850,230,765,5733,31.79765642345074,53.40943705140732,0.0
2025-02-03,b4832ec5,Kisii,Wholesale,Jaggery Blocks,27,104,70,573,265,1072,2808,31.938354769332598,59.73057457168387,32.73057457168387
2025-02-03,1fe9e9bc,Siaya,Retail,Jaggery Blocks,96,110,151,681,419,1741,10560,83.55682536850857,104.70705734725374,8.707057347253738
2025-02-04,062a7bbb,Homa Bay,Wholesale,Liquid Jaggery,26,94,108,829,406,1471,2444,33.03911418540688,76.30943981749675,50.30943981749675
2025-02-04,5fbbbae5,Homa Bay,Retail,Jaggery Paste,90,78,178,561,386,1397,7020,97.94300447195944,117.07936293465698,27.079362934656984
2025-02-04,9196cfac,Migori,Wholesale,Liquid Jaggery,89,73,159,323,385,1972,6497,69.3759446239101,83.42655186340649,0.0
2025-02-04,446a2d02,Migori,Retail,Liquid Jaggery,87,124,148,952,368,659,10788,63.751667162404196,75.84149051043731,0.0
2025-02-04,50ae6f67,Migori,Individual,Jaggery Blocks,95,86,100,449,365,958,8170,37.77646001315959,72.08482448643667,0.0
2025-02-04,8acf8d1e,Kisii,Individual,Jaggery Blocks,19,109,88,533,171,1630,2071,50.361072596346,79.43458359066886,60.434583590668865
2025-02-04,be35bb17,Migori,Individual,Jaggery Paste,92,146,147,618,279,742,13432,67.35066564084632,111.83905127097589,19.839051270975887
2025-02-04,d33516cc,Migori,Wholesale,Jaggery Paste,93,101,69,987,305,725,9393,29.52949596122857,47.9205125123929,0.0
2025-02-05,06256cd3,Kisii,Wholesale,Jaggery Paste,31,85,147,632,379,1787,2635,68.78827318973103,95.13791466005594,64.13791466005594
2025-02-05,63000175,Migori,Individual,Liquid Jaggery,36,149,65,353,116,966,5364,32.644139828697064,77.24664102807148,41.24664102807148
2025-02-05,f45c4af2,Homa Bay,Individual,Liquid Jaggery,40,97,166,536,206,916,3880,76.03261252707232,116.33111346069987,76.33111346069987
2025-02-05,ae3d29cf,Siaya,Wholesale,Liquid Jaggery,44,133,195,769,237,972,5852,84.75665405106794,119.36578216307608,75.36578216307608
2025-02-05,ce048762,Migori,Individual,Jaggery Blocks,13,123,52,634,355,1646,1599,20.807512622664103,58.66502433075263,45.66502433075263
2025-02-05,f74f0b28,Siaya,Retail,Jaggery Paste,29,126,58,875,424,1706,3654,27.069264570819858,69.10164435789315,40.10164435789315
2025-02-05,03e77cf9,Homa Bay,Individual,Liquid Jaggery,92,75,174,840,398,1476,6900,91.04341299429014,127.59534867599687,35.595348675996874
2025-02-06,7cfd8a31,Migori,Individual,Jaggery Blocks,90,118,90,355,245,1728,10620,39.20518196765464,50.58533702758768,0.0
2025-02-06,1af73017,Siaya,Individual,Liquid Jaggery,41,143,77,986,136,569,5863,33.448695002850855,63.8511041446166,22.8511041446166
2025-02-06,d1a75d89,Migori,Individual,Jaggery Blocks,62,84,124,315,300,836,5208,62.90339082516795,104.63531389311734,42.63531389311734
2025-02-06,abee90db,Kisii,Individual,Jaggery Paste,70,147,84,904,137,774,10290,42.568949303042984,87.08412066701199,17.084120667011987
2025-02-06,3e9d716e,Homa Bay,Retail,Liquid Jaggery,94,116,91,429,377,767,10904,34.1210086329384,75.91291882576945,0.0
2025-02-06,f018cef2,Migori,Individual,Liquid Jaggery,77,146,92,895,205,1171,11242,46.61639958568449,62.73810347223734,0.0
2025-02-07,afb66139,Kisii,Individual,Jaggery Paste,35,121,95,311,208,802,4235,38.861407427426485,86.05909383658664,51.05909383658664
2025-02-07,184e1fee,Migori,Retail,Jaggery Blocks,63,102,128,882,125,733,6426,50.45928971587753,80.52780238341721,17.52780238341721
2025-02-07,3c74fbb5,Siaya,Wholesale,Jaggery Paste,95,96,125,700,161,1065,9120,71.61475642253238,105.66914071366655,10.66914071366655
2025-02-07,7189b786,Migori,Retail,Jaggery Paste,40,86,98,884,251,678,3440,41.007142592810816,87.70539146845135,47.70539146845135
2025-02-07,71686823,Kisumu,Individual,Jaggery Blocks,80,81,59,371,315,1740,6480,27.669628435714596,76.2449651870761,0.0
2025-02-07,26e6ab8b,Kisumu,Individual,Liquid Jaggery,81,103,175,939,448,1482,8343,94.08234103007045,130.53167636054508,49.53167636054508
2025-02-07,6f8b6209,Migori,Wholesale,Liquid Jaggery,63,76,151,872,447,1196,4788,83.43945955391015,108.01491195950155,45.014911959501546
2025-02-07,5593d39a,Migori,Wholesale,Liquid Jaggery,43,129,81,788,257,1295,5547,35.98028372901336,75.04371436207148,32.04371436207148
2025-02-07,d1ed73bc,Kisumu,Wholesale,Liquid Jaggery,40,129,117,695,317,1242,5160,49.75912910599146,85.36034464005868,45.360344640058685
2025-02-07,3c4f5ede,Migori,Wholesale,Jaggery Blocks,10,101,176,357,147,616,1010,65.87140602988623,106.73426360303947,96.73426360303947
2025-02-07,72afa4da,Migori,Wholesale,Liquid Jaggery,96,147,116,897,167,1744,14112,53.090162217366014,99.24936257959965,3.249362579599648
2025-02-08,1beb1186,Homa Bay,Retail,Liquid Jaggery,90,114,93,411,375,843,10260,27.94421158061089,61.80943287489654,0.0
2025-02-08,6b9315a4,Kisumu,Individual,Jaggery Blocks,17,140,89,446,187,1349,2380,33.643675372726484,82.5303403223541,65.5303403223541
2025-02-08,b494fa27,Kisii,Individual,Jaggery Paste,68,107,143,684,391,832,7276,77.9001904714901,103.65969078001231,35.65969078001231
2025-02-08,cb18b9e3,Kisumu,Wholesale,Jaggery Blocks,82,114,66,779,433,1133,9348,38.211198309911104,72.29794908546643,0.0
2025-02-08,c5668a7d,Migori,Wholesale,Jaggery Blocks,25,73,148,658,195,1924,1825,66.6148143120154,113.97627393837581,88.97627393837581
2025-02-08,321b87ba,Kisii,Wholesale,Jaggery Paste,89,95,195,736,232,1100,8455,78.4991377030975,121.40859714483476,32.40859714483476
2025-02-08,11cf32c8,Homa Bay,Individual,Liquid Jaggery,11,88,189,590,385,1950,968,101.71375361190948,121.7370166756772,110.7370166756772
2025-02-08,3990770b,Kisii,Individual,Jaggery Blocks,40,137,157,368,148,1683,5480,91.91294829159332,130.1325302347387,90.13253023473871
2025-02-08,90a4524e,Kisii,Wholesale,Liquid Jaggery,70,115,58,830,206,732,8050,28.999072926740556,49.38116287334009,0.0
2025-02-08,7cc03de2,Kisumu,Wholesale,Liquid Jaggery,40,122,91,701,171,1383,4880,51.837659732213254,76.20413270343,36.204132703430005
2025-02-09,452e3d5e,Migori,Individual,Jaggery Paste,76,118,63,427,370,1609,8968,25.01391869505546,63.49509297723351,0.0
2025-02-09,61bdf6f3,Kisii,Individual,Jaggery Paste,76,107,77,934,164,1261,8132,43.04792488161,90.71331896454475,14.713318964544754
2025-02-09,d7781f11,Kisumu,Individual,Jaggery Paste,69,109,155,686,406,1764,7521,89.04424205326163,130.18679595513203,61.18679595513203
2025-02-09,bdd89698,Migori,Retail,Liquid Jaggery,27,126,103,904,129,1029,3402,46.05479561155814,66.90915701920362,39.90915701920362
2025-02-09,6496b000,Kisii,Wholesale,Liquid Jaggery,33,126,198,820,402,787,4158,98.58996024291318,129.09326531679864,96.09326531679864
2025-02-10,b83bbec9,Siaya,Retail,Jaggery Paste,74,122,178,333,471,1213,9028,104.72371551235557,118.58726281213686,44.587262812136856
2025-02-10,c565d582,Homa Bay,Wholesale,Jaggery Paste,72,119,134,751,485,1681,8568,74.09008526649366,102.42141392194458,30.421413921944577
2025-02-10,f16384cd,Migori,Retail,Liquid Jaggery,79,131,120,451,437,538,10349,69.8808810546161,86.65415535089376,7.65415535089376
2025-02-10,4eac696d,Migori,Wholesale,Jaggery Paste,44,135,93,772,370,1258,5940,32.63082216813394,72.00700786986383,28.007007869863827
2025-02-11,1d96721b,Migori,Wholesale,Jaggery Paste,25,91,82,853,379,1668,2275,45.534692663212326,76.35751443517927,51.35751443517927
2025-02-11,3b95d69d,Kisumu,Wholesale,Liquid Jaggery,29,86,189,589,389,1698,2494,85.57291792314531,118.9559768332056,89.9559768332056
2025-02-11,2d917601,Siaya,Wholesale,Jaggery Paste,22,120,118,986,301,958,2640,39.21800556550574,77.98512652758492,55.985126527584924
2025-02-11,a88fa7f8,Homa Bay,Individual,Jaggery Blocks,13,139,131,932,436,1127,1807,54.810141456432866,65.63587903826459,52.63587903826459
2025-02-11,625026a3,Kisumu,Retail,Liquid Jaggery,28,76,127,306,152,1199,2128,51.20927629741055,89.27782166005436,61.27782166005436
2025-02-11,1c3e600d,Homa Bay,Wholesale,Jaggery Paste,24,135,163,596,343,1990,3240,79.23211511158179,100.96796090301318,76.96796090301318
2025-02-12,6f971a50,Kisumu,Wholesale,Jaggery Blocks,97,106,94,903,100,784,10282,35.2275463306743,56.88292177150359,0.0
2025-02-12,bb053849,Kisumu,Retail,Jaggery Paste,80,118,175,762,292,1246,9440,68.75830281142994,105.1504108674426,25.150410867442602
2025-02-12,784d954b,Homa Bay,Individual,Jaggery Blocks,54,141,167,351,272,990,7614,54.241618603125765,91.4657734078919,37.4657734078919
2025-02-12,5b6df9d9,Migori,Individual,Liquid Jaggery,49,82,58,455,316,1995,4018,17.616205332014424,42.93257845920585,0.0
2025-02-13,c9f628a6,Kisii,Retail,Jaggery Blocks,69,144,116,648,183,1392,9936,58.65898671576163,95.13061526834247,26.130615268342467
2025-02-13,338059a3,Siaya,Wholesale,Jaggery Blocks,10,73,64,953,421,1345,730,36.09236036581795,56.13869642014938,46.13869642014938
2025-02-13,d7a25c6c,Migori,Wholesale,Jaggery Paste,68,96,143,582,497,1291,6528,50.75920471593263,98.42453197534076,30.424531975340756
2025-02-13,e6b5be7d,Kisii,Retail,Jaggery Blocks,69,127,90,427,474,1734,8763,45.92048402087234,76.66603164751284,7.666031647512838
2025-02-13,fbbe7833,Homa Bay,Retail,Jaggery Blocks,75,115,95,535,454,1460,8625,33.39347384168381,59.87323342137071,0.0
2025-02-13,23ddcb7b,Homa Bay,Individual,Jaggery Blocks,71,76,57,532,370,1139,5396,22.39636969194774,56.87253308264071,0.0
2025-02-14,20630c8e,Migori,Retail,Jaggery Blocks,64,103,93,931,187,1348,6592,35.14145708831901,76.77237963760038,12.77237963760038
2025-02-14,5789d0b1,Migori,Individual,Jaggery Paste,22,134,57,351,225,1829,2948,33.961753911584196,80.67565082439828,58.675650824398275
2025-02-14,f41e4d3b,Migori,Individual,Jaggery Blocks,13,87,62,622,394,916,1131,20.69802269091833,43.006990265493165,30.006990265493165
2025-02-14,04e53584,Homa Bay,Individual,Liquid Jaggery,25,117,73,338,176,1531,2925,31.096657209126413,51.61944576246806,26.61944576246806
2025-02-15,113872de,Migori,Wholesale,Jaggery Paste,58,88,129,822,394,731,5104,38.809991346795734,83.88369262206605,25.88369262206605
2025-02-15,c3c15fd6,Siaya,Individual,Liquid Jaggery,29,92,79,378,438,1046,2668,45.36550814118798,93.94107840747839,64.94107840747839
2025-02-15,13d3439e,Siaya,Individual,Jaggery Blocks,30,136,114,670,176,907,4080,49.121508695089204,75.38652939708857,45.386529397088566
2025-02-15,fb41fd10,Migori,Wholesale,Jaggery Blocks,84,102,79,975,295,1527,8568,47.27105163245083,92.04516554936266,8.045165549362665
2025-02-15,78f50c48,Kisii,Wholesale,Liquid Jaggery,65,143,98,830,200,551,9295,32.9353790051796,76.66249583129321,11.662495831293214
2025-02-15,b51b6d31,Migori,Individual,Jaggery Blocks,28,98,111,897,110,1593,2744,36.70406489869375,63.62708581055307,35.62708581055307
2025-02-15,94bc6300,Migori,Individual,Jaggery Blocks,74,130,90,950,378,1579,9620,35.99335254613888,69.34894548102082,0.0
2025-02-16,5885bfa6,Kisii,Individual,Liquid Jaggery,46,149,91,385,141,1464,6854,54.21568858988149,78.11968116822753,32.11968116822753
2025-02-16,d241086d,Kisumu,Retail,Jaggery Blocks,54,102,118,535,451,1754,5508,54.25707309726907,82.12114914153531,28.121149141535312
2025-02-16,be55581a,Kisii,Individual,Jaggery Paste,57,90,85,898,389,1369,5130,40.922444927021076,73.58500505622669,16.58500505622669
2025-02-16,98e5b116,Kisii,Wholesale,Jaggery Paste,13,102,196,739,382,653,1326,79.76936177097186,100.77447206601553,87.77447206601553
2025-02-16,2f2d6efc,Migori,Wholesale,Jaggery Blocks,15,117,61,403,211,1891,1755,20.049012392225602,42.7228101382388,27.7228101382388
2025-02-16,67d0aabc,Kisumu,Retail,Jaggery Paste,31,87,113,636,188,1780,2697,61.011956980758626,103.13060902510131,72.13060902510131
2025-02-16,ea913186,Homa Bay,Individual,Liquid Jaggery,91,139,129,319,108,1609,12649,53.35346023773844,71.07977028257764,0.0
2025-02-16,650c1838,Kisii,Wholesale,Liquid Jaggery,63,147,78,813,222,1959,9261,44.93437342997634,88.47441304770217,25.47441304770217
2025-02-16,de2c1dcd,Migori,Individual,Liquid Jaggery,66,75,51,476,365,1556,4950,17.64031662026788,38.371604441847396,0.0
2025-02-16,c1cf7fe0,Homa Bay,Individual,Jaggery Paste,96,115,69,754,443,1231,11040,21.974223226319985,41.94120311601465,0.0
2025-02-16,5d181855,Migori,Wholesale,Jaggery Paste,12,131,94,860,417,1546,1572,43.82642979713487,57.62828814360229,45.62828814360229
2025-02-16,f7414486,Migori,Wholesale,Jaggery Blocks,44,131,146,829,150,645,5764,57.32481183584326,73.53587596293649,29.535875962936487
2025-02-17,59e244c1,Migori,Individual,Liquid Jaggery,19,143,63,994,191,941,2717,34.75655372713989,78.18541759305474,59.18541759305474
2025-02-17,9cf4b22b,Kisii,Retail,Liquid Jaggery,47,91,107,706,356,1571,4277,60.81659173456619,98.3515469100031,51.351546910003094
2025-02-17,77f68585,Kisumu,Individual,Jaggery Paste,42,93,120,900,493,1152,3906,50.49994083653999,84.33785886824457,42.33785886824457
2025-02-17,e9a98859,Kisumu,Individual,Jaggery Blocks,61,146,107,511,132,1693,8906,42.06952219918027,83.90604789598652,22.906047895986518
2025-02-17,0e91b5fe,Siaya,Wholesale,Liquid Jaggery,71,82,58,752,108,546,5822,33.71670479586591,52.47550988009796,0.0
2025-02-17,9c90beed,Migori,Wholesale,Jaggery Paste,49,97,106,823,423,1954,4753,40.44968184464547,74.39516899783992,25.395168997839917
2025-02-17,a2a84b42,Kisii,Wholesale,Liquid Jaggery,72,114,87,962,295,1613,8208,31.443034032232145,50.51847062434994,0.0
2025-02-17,94a64644,Siaya,Retail,Jaggery Paste,73,114,104,782,398,992,8322,52.98610491815305,84.6325672821794,11.632567282179394
2025-02-18,ff1c31e9,Kisumu,Retail,Jaggery Paste,41,72,62,779,243,844,2952,19.019415520459606,58.023140479921295,17.023140479921295
2025-02-18,b6e89d61,Migori,Individual,Liquid Jaggery,24,126,98,927,297,950,3024,50.45477409894542,89.13378504108735,65.13378504108735
2025-02-18,995b04e6,Kisumu,Individual,Liquid Jaggery,75,144,71,348,115,716,10800,38.468049433404715,77.49889131171581,2.498891311715809
2025-02-18,071fb1fa,Migori,Individual,Jaggery Paste,15,89,117,372,203,756,1335,39.8449252014172,68.63689402855852,53.636894028558515
2025-02-18,31d46924,Kisii,Retail,Jaggery Paste,19,115,59,833,205,1125,2185,35.256503574557655,78.27162268931653,59.27162268931653
2025-02-18,f1440c29,Migori,Wholesale,Liquid Jaggery,64,84,69,629,146,928,5376,40.8758431037073,88.78931909758728,24.78931909758728
2025-02-19,78dac9df,Migori,Wholesale,Liquid Jaggery,16,125,52,866,370,1654,2000,20.166768157897295,58.562969989081616,42.562969989081616
2025-02-19,25fcf049,Migori,Wholesale,Jaggery Blocks,91,149,176,837,485,884,13559,54.69513726277563,75.30766154260928,0.0
2025-02-19,6331fc8d,Migori,Individual,Jaggery Blocks,36,107,101,866,340,688,3852,59.85615088128902,90.68930010291868,54.68930010291868
2025-02-19,e3163bcc,Homa Bay,Wholesale,Liquid Jaggery,66,70,96,479,166,546,4620,56.71760385587835,70.63782045071602,4.637820450716021
2025-02-20,687d81ee,Kisumu,Wholesale,Liquid Jaggery,81,118,53,850,269,1805,9558,29.040613074034184,74.04545276933396,0.0
2025-02-20,97bf3e98,Migori,Individual,Jaggery Blocks,87,76,132,547,475,573,6612,67.931273649751,98.51235111304062,11.512351113040623
2025-02-20,1be1363e,Homa Bay,Individual,Liquid Jaggery,11,126,108,310,416,588,1386,63.37018940190003,97.47122500691017,86.47122500691017
2025-02-20,d77b79a9,Kisumu,Retail,Jaggery Blocks,29,134,172,967,455,1399,3886,55.70321720609934,66.60739478046841,37.60739478046841
2025-02-20,bb8d74b7,Kisumu,Retail,Jaggery Blocks,24,82,194,972,401,1233,1968,78.32150067763247,99.44345061096604,75.44345061096604
2025-02-20,a6474615,Migori,Retail,Jaggery Blocks,42,97,118,819,396,1379,4074,40.84543772756235,70.69758186702141,28.697581867021412
2025-02-20,ff1a4a9b,Kisii,Retail,Jaggery Blocks,46,78,118,356,113,1464,3588,42.41029551074072,76.02282240374345,30.022822403743447
2025-02-20,932653c2,Migori,Individual,Liquid Jaggery,76,112,198,795,386,540,8512,100.04912183704285,119.52833457260223,43.52833457260223
2025-02-20,a3d780a2,Kisumu,Individual,Jaggery Blocks,45,148,95,738,140,1349,6660,56.98051364340681,81.0779513044698,36.077951304469806
2025-02-21,ceb76709,Kisumu,Wholesale,Jaggery Paste,70,107,155,859,260,1951,7490,84.94653074431801,120.70228841524641,50.702288415246414
2025-02-21,6761d2e4,Migori,Retail,Jaggery Blocks,58,128,125,384,389,1938,7424,57.48286630112803,69.28750144518641,11.287501445186408
2025-02-21,77934efe,Kisumu,Wholesale,Jaggery Paste,68,104,189,740,299,1492,7072,60.359184613993136,81.81382732947948,13.81382732947948
2025-02-21,69822bee,Kisii,Individual,Liquid Jaggery,68,105,84,363,293,1967,7140,38.64365759283857,74.00733539603213,6.007335396032133
2025-02-21,b3da52f0,Kisumu,Wholesale,Jaggery Blocks,52,112,151,756,119,1755,5824,65.41266610969397,110.28457695068047,58.284576950680474
2025-02-21,615e3a6a,Migori,Retail,Liquid Jaggery,98,146,59,826,449,1296,14308,18.81018243403592,37.594944253209405,0.0
2025-02-22,4fdfb10b,Migori,Wholesale,Jaggery Blocks,71,121,136,525,170,1466,8591,78.06262823328139,115.2550638973346,44.255063897334594
2025-02-22,88547ac5,Migori,Wholesale,Liquid Jaggery,90,95,186,892,178,1692,8550,68.00872481798112,88.26822574626729,0.0
2025-02-22,00dea7c3,Kisii,Individual,Jaggery Blocks,37,98,130,957,251,1229,3626,40.02017535061337,82.16558123676111,45.16558123676111
2025-02-22,62017c96,Homa Bay,Wholesale,Jaggery Blocks,23,134,100,954,137,791,3082,53.92627436959979,82.1268919081777,59.1268919081777
2025-02-22,2828776c,Migori,Individual,Jaggery Paste,61,85,98,676,322,1482,5185,46.99779189465431,88.76021692996451,27.760216929964514
2025-02-22,8199f4bc,Migori,Individual,Jaggery Blocks,86,78,126,838,266,992,6708,72.32820960237729,100.37178110105054,14.371781101050544
2025-02-22,feb71b49,Kisumu,Individual,Jaggery Paste,24,149,168,785,289,1554,3576,92.3579345296927,102.86173605646977,78.86173605646977
2025-02-22,1b8f0750,Kisii,Retail,Liquid Jaggery,30,133,65,668,160,506,3990,21.35070424043852,69.90845361119625,39.90845361119625
2025-02-22,1e526056,Kisii,Wholesale,Jaggery Paste,56,120,101,619,484,1390,6720,34.23979554619902,83.8205939262337,27.8205939262337
2025-02-22,13549395,Homa Bay,Retail,Liquid Jaggery,28,130,168,946,178,1385,3640,100.71041151069616,138.17387159527348,110.17387159527348
2025-02-23,a277de43,Homa Bay,Retail,Liquid Jaggery,20,107,59,900,418,1381,2140,31.041916639229548,71.98781244144291,51.98781244144291
2025-02-23,09c18424,Kisumu,Wholesale,Jaggery Paste,90,120,98,571,442,1119,10800,55.12321852471854,80.13831268069133,0.0
2025-02-23,5868b569,Siaya,Wholesale,Jaggery Blocks,57,73,87,534,148,1723,4161,35.42995774759545,58.94778058940708,1.9477805894070812
2025-02-23,818bfe27,Homa Bay,Wholesale,Liquid Jaggery,13,85,81,330,204,1319,1105,30.124930601291407,55.280414214595616,42.280414214595616
2025-02-23,1d20de0f,Kisumu,Retail,Jaggery Paste,36,138,129,579,204,883,4968,64.9345333457986,84.53731947008575,48.53731947008575
2025-02-23,1815b1b6,Migori,Wholesale,Jaggery Paste,62,113,118,436,147,1670,7006,70.66154094516374,112.94921976125013,50.949219761250134
2025-02-23,4a209053,Kisumu,Individual,Liquid Jaggery,18,79,150,948,184,1404,1422,76.89063773303572,112.20799295187751,94.20799295187751
2025-02-23,c2c758da,Migori,Individual,Jaggery Blocks,31,116,188,962,297,1481,3596,71.65742840169214,96.55852651380394,65.55852651380394
2025-02-23,6788a34c,Siaya,Wholesale,Liquid Jaggery,83,130,167,588,343,643,10790,84.02302894643354,119.84348836558152,36.84348836558152
2025-02-24,6a7daab3,Kisumu,Individual,Liquid Jaggery,10,114,157,695,173,1940,1140,85.51784697236924,108.2443777892754,98.2443777892754
2025-02-24,a68b4a2e,Siaya,Wholesale,Liquid Jaggery,12,126,50,317,303,666,1512,16.184708990493473,32.98992208583783,20.989922085837833
2025-02-24,826dcf1e,Migori,Individual,Jaggery Paste,22,81,106,440,438,1108,1782,44.376264891406684,62.39029894934292,40.39029894934292
2025-02-24,95841524,Homa Bay,Individual,Liquid Jaggery,34,71,113,952,145,1988,2414,37.55415718569185,58.938567768098935,24.938567768098935
2025-02-24,2f1f7e48,Kisii,Wholesale,Liquid Jaggery,52,130,126,461,172,1545,6760,67.4506268081681,104.326307433623,52.326307433623
2025-02-25,6595041d,Homa Bay,Retail,Liquid Jaggery,29,134,133,444,193,1660,3886,61.71036327313552,75.44908074931327,46.44908074931327
2025-02-25,81c3e769,Migori,Wholesale,Jaggery Paste,83,149,141,678,324,1384,12367,50.66797333998795,93.67569073221556,10.675690732215557
2025-02-25,1ad72d3e,Kisii,Wholesale,Jaggery Blocks,53,123,129,480,285,902,6519,63.90054838077802,95.17877633210509,42.17877633210509
2025-02-25,ad543f6e,Homa Bay,Individual,Jaggery Paste,69,147,119,337,370,736,10143,68.79348855099529,118.01006296030756,49.010062960307565
2025-02-25,5fec7bbb,Migori,Wholesale,Jaggery Blocks,61,107,164,537,215,1545,6527,61.97284276147401,81.31451483852874,20.314514838528737
2025-02-26,a264e622,Migori,Individual,Jaggery Paste,44,132,175,663,238,1534,5808,55.98983933598151,68.16068675155645,24.160686751556455
2025-02-26,279dfaa9,Homa Bay,Wholesale,Jaggery Blocks,95,113,60,451,310,626,10735,18.933877396691862,51.86494494682,0.0
2025-02-26,3a90f1d8,Siaya,Individual,Jaggery Blocks,85,112,192,946,420,709,9520,67.22240656140205,114.52413160484124,29.524131604841244
2025-02-26,8df14f0a,Kisii,Retail,Jaggery Paste,54,115,190,857,433,1404,6210,81.44382387195127,98.65932291065978,44.65932291065978
2025-02-26,34f020f3,Migori,Retail,Liquid Jaggery,85,85,56,762,208,740,7225,22.0630369871214,36.00452767383103,0.0
2025-02-27,b167fa7d,Kisumu,Retail,Jaggery Blocks,40,132,190,693,176,1968,5280,74.65450647246931,90.04313570725834,50.043135707258344
2025-02-27,eb9976a4,Siaya,Retail,Jaggery Blocks,69,112,125,315,204,1085,7728,67.90605425108517,87.56945427791851,18.56945427791851
2025-02-27,34268e53,Kisii,Wholesale,Jaggery Blocks,56,88,177,712,424,747,4928,76.30230312354435,125.06380817564647,69.06380817564647
2025-02-27,2d424895,Migori,Individual,Jaggery Blocks,48,110,156,666,467,1669,5280,81.56766449980661,94.60172679110082,46.601726791100816
2025-02-27,4f31dc75,Siaya,Individual,Liquid Jaggery,99,142,195,620,477,1971,14058,107.83322351990144,122.37216902499901,23.37216902499901
2025-02-27,4dfb4328,Migori,Individual,Jaggery Blocks,29,112,157,988,352,1331,3248,53.93447250697281,96.33948961572709,67.33948961572709
2025-02-27,ad124f8b,Kisii,Retail,Liquid Jaggery,24,107,197,543,344,1910,2568,60.58575779219817,103.59860918587152,79.59860918587152
2025-02-27,f59bd916,Kisumu,Wholesale,Liquid Jaggery,67,87,127,324,304,1099,5829,52.98768871200286,84.36311128141338,17.36311128141338
2025-02-27,100837b0,Migori,Retail,Jaggery Blocks,36,148,134,486,414,1790,5328,71.9921570408538,115.29651756238923,79.29651756238923
2025-02-28,476ccecc,Migori,Individual,Jaggery Blocks,41,122,171,568,292,1688,5002,91.81477899258674,141.29807355282554,100.29807355282554
2025-02-28,4f9b88eb,Homa Bay,Wholesale,Jaggery Paste,90,92,197,948,471,1310,8280,94.92655318837062,105.32939858166195,15.329398581661948
2025-02-28,348f1dd2,Kisii,Wholesale,Jaggery Blocks,41,112,78,601,330,560,4592,25.01867605782676,39.29408787738918,0.0
